HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.criteria,Answer.education.CollegeGrad,Answer.education.GradSchool,Answer.education.HS,Answer.education.Other school,Answer.education.SomeCollege,Answer.education.SomeGrad,Answer.feedbackForStudy,Answer.gender.female,Answer.gender.male,Answer.limb impairment,Answer.other vision condition,Answer.prevExp.1,Answer.prevExp.2,Answer.prevExp.3,Answer.prevExp.4,Answer.studyLength.1,Answer.studyLength.2,Answer.vision.far-sighted,Answer.vision.near-sighted,Answer.vision.normal,Answer.vision.other vision,Answer.visual impairment,Approve,Reject
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,25,4,0,11,2,0,27,53,0,0,44,20,16,0,21,59,0,2,77,1,,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,34X6J5FLPX8K7X65ZU50VMM270KQJI,A1O9GRWIJWZEYT,Approved,Tue Oct 29 15:58:14 PDT 2019,Tue Oct 29 16:09:42 PDT 2019,Thu Nov 28 15:09:42 PST 2019,Fri Nov 01 19:39:26 PDT 2019,,,688,100% (1/1),100% (1/1),100% (1/1),20,"The 'pop' of the image with reference to its colours appears to be one of the main factors that make the images appears more complex. The definition of the image is quite an important factor also as the more crisp images come across as more complex because there is more detail. Typically the more lines of contrasting directions in an image can make it seem complex, as some of the wood examples has many lines but they were all in the same direction so appears more simplistic.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I think this was a very interesting HIT. Possibly a choice for topic would be interesting so a participant can engage with topics/images that maybe they don't get much of a chance to in day to day life. Overall the task was very smooth and worked without an hiccups. It didn't take too long and I would be interested to see the further application of this research.,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,35K3O9HUAFNF5SU47DJFM75WVP3EFD,A5WAWW70PYRP,Approved,Tue Oct 29 15:27:15 PDT 2019,Tue Oct 29 15:37:55 PDT 2019,Thu Nov 28 14:37:55 PST 2019,Fri Nov 01 19:39:45 PDT 2019,,,640,100% (1/1),100% (1/1),100% (1/1),31,I CHOSE BASED ON THE RARE PICTURES I HAVE EVER SEEN ON INTERNET,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,NONE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NONE,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,36AHBNMV1VMGDDXZG80J5AUR1OSDYG,A1ZG38B8TJF5ZH,Approved,Tue Oct 29 15:45:30 PDT 2019,Tue Oct 29 15:49:26 PDT 2019,Thu Nov 28 14:49:26 PST 2019,Fri Nov 01 19:39:56 PDT 2019,,,236,100% (1/1),100% (1/1),100% (1/1),34,What looked more busy and detailed.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,non,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,36U2A8VAG59ORJ398PM69NPHLYSKY5,A2P7LKVCMHI1C5,Approved,Tue Oct 29 15:32:53 PDT 2019,Tue Oct 29 15:38:15 PDT 2019,Thu Nov 28 14:38:15 PST 2019,Fri Nov 01 19:40:19 PDT 2019,,,322,100% (2/2),100% (2/2),100% (1/1),31,i select rare picture which one is i didn't saw in anywhere,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,interesting,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,37C0GNLMHJDEUTNTAP5RMJAY2FBD6U,A1O0BGHFTMPQM0,Approved,Tue Oct 29 15:57:03 PDT 2019,Tue Oct 29 16:07:21 PDT 2019,Thu Nov 28 15:07:21 PST 2019,Fri Nov 01 19:45:21 PDT 2019,,,618,100% (1/1),100% (1/1),100% (1/1),36,I picked something as being more complex when it looked rougher.  There were some images of wood that just looked a 2x4 vs a tree trunks that were woven and wrapped.  The piece of wood that had more texture looked more complex in my mind.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,39GAF6DQWVA5HOMIV4T4X9POUBVV19,A2CPJ227RHJRRZ,Approved,Tue Oct 29 15:45:41 PDT 2019,Tue Oct 29 15:59:25 PDT 2019,Thu Nov 28 14:59:25 PST 2019,Fri Nov 01 19:45:36 PDT 2019,,,824,100% (2/2),100% (2/2),100% (1/1),36,"Tried to base it on things like contrast, color, ridges, shape, whatever made the image look more detailed. I did realize I ended up changing my mind on my picks once I realized that I was biasing my picks towards tree trunks over wood. So guess there is some subjectivity also that is hard to curtail.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,39L1G8WVWU1L5FKZBUNYEEX53QV31B,A2HWF3DPE0MDCN,Approved,Tue Oct 29 15:28:28 PDT 2019,Tue Oct 29 15:33:44 PDT 2019,Thu Nov 28 14:33:44 PST 2019,Fri Nov 01 19:45:44 PDT 2019,,,316,100% (1/1),100% (1/1),100% (1/1),23,I chose whichever has more complex texture or more shadows.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No.,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3AZHRG4CU8ULYQZHFBJY09EVYZ130M,AYKQ1UN34V8KL,Approved,Tue Oct 29 15:57:47 PDT 2019,Tue Oct 29 16:11:50 PDT 2019,Thu Nov 28 15:11:50 PST 2019,Fri Nov 01 19:45:52 PDT 2019,,,843,100% (1/1),100% (1/1),100% (1/1),30,Image quality is high and it simply explains whats behind the picture,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I think collecting and analyze the more design makes you to create good design,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3B3WTRP3DFCE92RBB7OMAAAWVOI92E,AK1Y09TWU3IQ6,Approved,Tue Oct 29 15:27:18 PDT 2019,Tue Oct 29 15:44:27 PDT 2019,Thu Nov 28 14:44:27 PST 2019,Fri Nov 01 19:46:16 PDT 2019,,,1029,100% (1/1),100% (1/1),100% (1/1),43,deeper lines mor interesting pictures,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no thank you for asking.,TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3B4YI393VD6PJG48ES3JINSQL66SSB,AUTT0B3SXQQ5N,Approved,Tue Oct 29 15:47:18 PDT 2019,Tue Oct 29 15:55:46 PDT 2019,Thu Nov 28 14:55:46 PST 2019,Fri Nov 01 20:15:05 PDT 2019,,,508,100% (1/1),100% (1/1),100% (1/1),26,The picture's content is main factor in taking decision.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,The task was very innovative and quite interesting,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3BV8HQ2ZZ0BGWMKHQFEPWI2SHCHA6S,A2QCQGZD7T1QNL,Approved,Tue Oct 29 16:05:47 PDT 2019,Tue Oct 29 16:21:59 PDT 2019,Thu Nov 28 15:21:59 PST 2019,Fri Nov 01 19:49:14 PDT 2019,,,972,100% (1/1),100% (1/1),100% (1/1),33,The order of the image. For example if a piece of wood had straight lines it is less complex than bark that had no apparent arrangement. The dynamic range of the photo (shadows to light). The amount of color. The level of detail.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,None,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3CFJTT4SXX0E64HKLDBUJUQ7PVZ7IL,A2UC4H3EHIMWGC,Approved,Tue Oct 29 15:43:44 PDT 2019,Tue Oct 29 16:05:59 PDT 2019,Thu Nov 28 15:05:59 PST 2019,Fri Nov 01 19:49:33 PDT 2019,,,1335,100% (1/1),100% (1/1),100% (1/1),28,It is very interesing of more complex pictures selecting. I am using factor of quality images and understanding of the steganography.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,It is very interesing and good work.,TRUE,FALSE,none,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3DIP6YHAPG26QDKHZZD9CFOA8LQE8W,A1SOIE67CIL16C,Approved,Tue Oct 29 15:57:05 PDT 2019,Tue Oct 29 16:12:34 PDT 2019,Thu Nov 28 15:12:34 PST 2019,Fri Nov 01 19:49:50 PDT 2019,,,929,100% (1/1),100% (1/1),100% (1/1),50,i decided base on the picture context simplicity,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3E1QT0TDFTJI6IM3VI30XUM20F7I8L,AGKD2WB2R7QFO,Approved,Tue Oct 29 16:18:22 PDT 2019,Tue Oct 29 16:23:38 PDT 2019,Thu Nov 28 15:23:38 PST 2019,Fri Nov 01 19:51:18 PDT 2019,,,316,100% (1/1),100% (1/1),100% (1/1),53,I feel the tree's with a lot of levels compared to flat surface that was more complex picture,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,no,TRUE,FALSE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3EFVCAY5L7JE1T69D0O09V12DU18JS,A3BKZ14V95ZNR6,Approved,Tue Oct 29 16:04:30 PDT 2019,Tue Oct 29 16:10:18 PDT 2019,Thu Nov 28 15:10:18 PST 2019,Fri Nov 01 19:51:39 PDT 2019,,,348,100% (1/1),100% (1/1),100% (1/1),28,I based my judgement off of the texture and detail of the photo. If it was a photo that both had a lot of texture then colors played a role in deciding.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3EWIJTFFVSHO8OFE4V0UJ0ISPNEE09,A26ST4UX73VPLW,Approved,Tue Oct 29 15:26:27 PDT 2019,Tue Oct 29 15:40:55 PDT 2019,Thu Nov 28 14:40:55 PST 2019,Fri Nov 01 19:51:40 PDT 2019,,,868,100% (2/2),100% (2/2),100% (1/1),29,"Pictures with more lines and fragments looked more complex. A lot of pictures looked pretty similar (wood and nature) so I was going off my first impression: the amount of different stuff pictured, the more wood lines the more complex it looked, lightening, color (the more color the more complex).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Thank you it was fun!,TRUE,FALSE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3HHRAGRYXCFSG9GGY5MJHNDZWTEO9Z,A2XPWASDT8AYXH,Approved,Tue Oct 29 15:26:29 PDT 2019,Tue Oct 29 15:36:48 PDT 2019,Thu Nov 28 14:36:48 PST 2019,Fri Nov 01 19:51:40 PDT 2019,,,619,100% (2/2),100% (2/2),100% (2/2),51,I chose the less smooth surface or more gradient surface as the most complex picture as it presented a more 3d effect background look and feel.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,no,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3HMIGG0U4PG4WI18Z0P3JIGQQY7Y89,A2A5HAPJD18TRU,Approved,Tue Oct 29 15:58:25 PDT 2019,Tue Oct 29 16:04:13 PDT 2019,Thu Nov 28 15:04:13 PST 2019,Fri Nov 01 20:08:44 PDT 2019,,,348,100% (1/1),100% (1/1),100% (1/1),36,"Mostly, whether there were complex shapes, or more than one shape.  Something other than just wood grain going in one direction.  And textures that seemed raised and interesting.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3HVVDCPGTI2NU2TW2Y0YAECD4BMYTS,A7O82NXM2PI12,Approved,Tue Oct 29 15:40:40 PDT 2019,Tue Oct 29 16:04:03 PDT 2019,Thu Nov 28 15:04:03 PST 2019,Fri Nov 01 20:08:44 PDT 2019,,,1403,100% (1/1),100% (1/1),100% (1/1),40,The intricacy of the tree bark patterns determined my decision. If patterns were closely complex them color variation was the tiebreaker,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3II4UPYCONH74B6DPYJPSORP2FBDQD,A25OSUXL5HQ85C,Approved,Tue Oct 29 15:45:41 PDT 2019,Tue Oct 29 16:10:50 PDT 2019,Thu Nov 28 15:10:50 PST 2019,Fri Nov 01 20:14:47 PDT 2019,,,1509,100% (1/1),100% (1/1),100% (1/1),28,I am decided to choose more complex pictures with the factor of good pictures and understanding with steganography.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,It is really interesting and very impressive.,TRUE,FALSE,none,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3IJXV6UZ11TOON1ZUR90OBH7Q7NRIY,A3MJCHFORYK0US,Approved,Tue Oct 29 15:31:31 PDT 2019,Tue Oct 29 15:46:23 PDT 2019,Thu Nov 28 14:46:23 PST 2019,Fri Nov 01 19:53:23 PDT 2019,,,892,100% (3/3),100% (3/3),100% (2/2),54,i chose pictures with more distorted appearance to be more complex,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,no comments,TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3IJXV6UZ11TOON1ZUR90OBH7Q7ZIR1,A3HSONMX6LNZR4,Approved,Tue Oct 29 16:04:03 PDT 2019,Tue Oct 29 16:21:13 PDT 2019,Thu Nov 28 15:21:13 PST 2019,Fri Nov 01 20:08:44 PDT 2019,,,1030,100% (1/1),100% (1/1),100% (1/1),60,"Variety of angles expressed, irregularity of textures, variety of colors, variety of element sizes (widths or diameters), perceived magnitude of surface irregularity all contribute to perception of increased complexity.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,none,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3J2UYBXQQPMKV9MZYDHW7CQF8Q360V,A2BN750WLJYOV0,Approved,Tue Oct 29 15:58:20 PDT 2019,Tue Oct 29 16:06:07 PDT 2019,Thu Nov 28 15:06:07 PST 2019,Fri Nov 01 20:08:44 PDT 2019,,,467,100% (1/1),100% (1/1),100% (1/1),21,Compared to two images one image is very complicated and its not much clear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3K5TEWLKGZLGHUIG3BEAP86ABDEVI9,AMFKTJY2YWY5P,Approved,Tue Oct 29 16:11:22 PDT 2019,Tue Oct 29 16:34:07 PDT 2019,Thu Nov 28 15:34:07 PST 2019,Fri Nov 01 20:09:54 PDT 2019,,,1365,100% (1/1),100% (1/1),100% (1/1),63,I choose according to the depth of the picture. If it had a lot of detail such as many holes or grooves  I felt that would make  those were more complex then the others. I did not choose any of the pictures that were just like a flat or smooth surface because I did not see them as complex.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"I think the survey was a lot of fun. Thank you",TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3KB8R4ZV1IHNCPEF86N73KZNT7QBG9,A2NHWPJ304YVH0,Approved,Tue Oct 29 15:26:15 PDT 2019,Tue Oct 29 15:45:09 PDT 2019,Thu Nov 28 14:45:09 PST 2019,Fri Nov 01 20:09:54 PDT 2019,,,1134,100% (3/3),100% (3/3),100% (1/1),40,"From my first view , thoughts while saw that images",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,none,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3KJYX6QCMDLCC52MLTZA19LAOSZVJH,A3TEUHUFFHSCJO,Approved,Tue Oct 29 15:58:01 PDT 2019,Tue Oct 29 16:15:47 PDT 2019,Thu Nov 28 15:15:47 PST 2019,Fri Nov 01 20:09:54 PDT 2019,,,1066,100% (1/1),100% (1/1),100% (1/1),27,"Some of the pictures looks more complex, that was the difference. The one with more artistry looks more complex.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,none,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3LEIZ60CDN94FDUN0EX0XLK3GYU9Z1,A1R0NGPP4NGUTE,Approved,Tue Oct 29 16:00:33 PDT 2019,Tue Oct 29 16:14:04 PDT 2019,Thu Nov 28 15:14:04 PST 2019,Fri Nov 01 20:09:55 PDT 2019,,,811,100% (2/2),100% (2/2),100% (1/1),40,"the biggest factor i used was how many lines each photo had and how many different directions they all went.  some had straight lines, others had lines that went in every direction.  the straight lines, i thought, were less complex than the ones with many direction ones.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,none,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
